學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,seg
46,國立臺北護理健康大學,09221014,嬰幼兒保育系,D 日,C 二技,133,0,53,30 臺北市,2 技職,"['嬰幼兒', '保育']"
46,國立臺北護理健康大學,10142017,運動保健系碩士班,D 日,M 碩士,26,0,8,30 臺北市,2 技職,"['運動', '系碩士', '保健']"
46,國立臺北護理健康大學,10142017,運動保健系碩士在職專班,N 職,M 碩士,43,0,6,30 臺北市,2 技職,"['運動', '系碩士', '保健']"
46,國立臺北護理健康大學,10142017,運動保健系,D 日,B 四技,247,10,69,30 臺北市,2 技職,"['運動', '保健']"
46,國立臺北護理健康大學,10151018,休閒產業與健康促進系旅遊健康碩士班,D 日,M 碩士,23,0,7,30 臺北市,2 技職,"['休閒產業', '促進系', '旅遊', '健康']"
46,國立臺北護理健康大學,10151018,休閒產業與健康促進系碩士在職專班,N 職,M 碩士,8,0,0,30 臺北市,2 技職,"['休閒產業', '系碩士', '健康']"
46,國立臺北護理健康大學,10151018,休閒產業與健康促進系,D 日,B 四技,137,10,31,30 臺北市,2 技職,"['休閒產業', '促進系', '健康']"
46,國立臺北護理健康大學,99999Z01,通識及共同科目,D 日,,0,15,0,30 臺北市,2 技職,"['通識', '科目']"
46,國立臺北護理健康大學,99999Z03,軍訓教官,D 日,,0,3,0,30 臺北市,2 技職,"['軍訓', '教官']"
51,國立臺北商業大學,02112007,數位多媒體設計系,D 日,B 四技,194,9,45,30 臺北市,2 技職,"['數位', '媒體', '設計系']"
51,國立臺北商業大學,02112007,數位多媒體設計系,N 修,B 四技,144,0,0,30 臺北市,2 技職,"['數位', '媒體', '設計系']"
51,國立臺北商業大學,02112007,數位多媒體設計系,D 日,C 二技,16,0,17,30 臺北市,2 技職,"['數位', '媒體', '設計系']"
51,國立臺北商業大學,02122015,商業設計管理系,D 日,B 四技,256,9,52,30 臺北市,2 技職,"['管理系', '商業', '設計']"
51,國立臺北商業大學,02122015,商業設計管理系,D 日,C 二技,85,0,44,30 臺北市,2 技職,"['管理系', '商業', '設計']"
51,國立臺北商業大學,02122024,創意設計與經營研究所,D 日,M 碩士,42,5,13,30 臺北市,2 技職,"['創意', '設計', '經營']"
51,國立臺北商業大學,02122026,創意科技與產品設計系,D 日,B 四技,174,7,46,30 臺北市,2 技職,"['創意', '產品', '設計系', '科技']"
51,國立臺北商業大學,02122026,創意科技與產品設計系,D 日,C 二技,59,0,24,30 臺北市,2 技職,"['創意', '產品', '設計系', '科技']"
51,國立臺北商業大學,02311006,應用外語系,D 日,B 四技,152,15,61,30 臺北市,2 技職,['語系']
51,國立臺北商業大學,02311006,應用外語系,D 日,C 二技,63,0,29,30 臺北市,2 技職,['語系']
51,國立臺北商業大學,02311006,應用外語系,N 修,C 二技,157,0,79,30 臺北市,2 技職,['語系']
51,國立臺北商業大學,02311006,應用外語科,N 修,2 二專,93,0,82,30 臺北市,2 技職,['語科']
51,國立臺北商業大學,02311006,應用外語科,D 日,5 五專,251,0,44,30 臺北市,2 技職,['語科']
51,國立臺北商業大學,04111009,會計資訊系會計財稅碩士班,D 日,M 碩士,31,0,16,30 臺北市,2 技職,"['會計', '資訊', '系會計', '財稅']"
51,國立臺北商業大學,04111009,會計資訊系,D 日,B 四技,336,15,96,30 臺北市,2 技職,"['會計', '資訊系']"
51,國立臺北商業大學,04111009,會計資訊系,N 修,B 四技,141,0,29,30 臺北市,2 技職,"['會計', '資訊系']"
51,國立臺北商業大學,04111009,會計資訊系,D 日,C 二技,64,0,32,30 臺北市,2 技職,"['會計', '資訊系']"
51,國立臺北商業大學,04111009,會計資訊系,N 修,C 二技,91,0,23,30 臺北市,2 技職,"['會計', '資訊系']"
51,國立臺北商業大學,04111009,會計資訊科,D 日,5 五專,0,0,43,30 臺北市,2 技職,"['會計', '資訊科']"
51,國立臺北商業大學,04111027,會計與資料科學科,D 日,5 五專,237,6,0,30 臺北市,2 技職,"['會計', '資料', '科學科']"
51,國立臺北商業大學,04121013,財務金融系碩士班,D 日,M 碩士,30,0,6,30 臺北市,2 技職,"['財務', '金融系']"
51,國立臺北商業大學,04121013,財務金融系,D 日,B 四技,180,20,49,30 臺北市,2 技職,"['財務', '金融系']"
51,國立臺北商業大學,04121013,財務金融系,N 修,B 四技,150,0,23,30 臺北市,2 技職,"['財務', '金融系']"
51,國立臺北商業大學,04121013,財務金融系,D 日,C 二技,77,0,46,30 臺北市,2 技職,"['財務', '金融系']"
51,國立臺北商業大學,04121013,財務金融系,N 修,C 二技,94,0,20,30 臺北市,2 技職,"['財務', '金融系']"
51,國立臺北商業大學,04121013,財務金融科,D 日,5 五專,242,0,42,30 臺北市,2 技職,"['財務', '金融']"
51,國立臺北商業大學,04122014,財政稅務系碩士班,D 日,M 碩士,13,0,7,30 臺北市,2 技職,['財政稅務系']
51,國立臺北商業大學,04122014,財政稅務系,D 日,B 四技,289,18,66,30 臺北市,2 技職,['財政稅務系']
51,國立臺北商業大學,04122014,財政稅務系,D 日,C 二技,66,0,33,30 臺北市,2 技職,['財政稅務系']
51,國立臺北商業大學,04122014,財政稅務系,N 修,C 二技,100,0,30,30 臺北市,2 技職,['財政稅務系']
51,國立臺北商業大學,04122014,財政稅務科,D 日,5 五專,238,0,47,30 臺北市,2 技職,['財政稅務科']
51,國立臺北商業大學,04131010,企業管理系碩士班,D 日,M 碩士,84,0,25,30 臺北市,2 技職,"['管理系', '企業']"
51,國立臺北商業大學,04131010,企業管理系EMBA在職專班,N 職,M 碩士,48,0,5,30 臺北市,2 技職,"['管理系', '企業', 'EMBA']"
51,國立臺北商業大學,04131010,企業管理系,D 日,B 四技,327,28,64,30 臺北市,2 技職,"['管理系', '企業']"
51,國立臺北商業大學,04131010,企業管理系,N 修,B 四技,158,0,28,30 臺北市,2 技職,"['管理系', '企業']"
51,國立臺北商業大學,04131010,企業管理系,D 日,C 二技,67,0,53,30 臺北市,2 技職,"['管理系', '企業']"
51,國立臺北商業大學,04131010,企業管理系,N 修,C 二技,307,0,111,30 臺北市,2 技職,"['管理系', '企業']"
51,國立臺北商業大學,04131010,企業管理科,N 修,2 二專,400,0,377,30 臺北市,2 技職,"['企業', '管理科']"
51,國立臺北商業大學,04131010,企業管理科,D 日,5 五專,237,0,46,30 臺北市,2 技職,"['企業', '管理科']"
51,國立臺北商業大學,04141011,國際貿易科,D 日,5 五專,252,0,43,30 臺北市,2 技職,"['國際', '貿易科']"
51,國立臺北商業大學,04141012,國際商務系碩士班,D 日,M 碩士,30,0,14,30 臺北市,2 技職,"['國際', '商務系']"
51,國立臺北商業大學,04141012,國際商務系,D 日,B 四技,368,24,94,30 臺北市,2 技職,"['國際', '商務系']"
51,國立臺北商業大學,04141012,國際商務系,N 修,B 四技,132,0,9,30 臺北市,2 技職,"['國際', '商務系']"
51,國立臺北商業大學,04141012,國際商務系,D 日,C 二技,74,0,36,30 臺北市,2 技職,"['國際', '商務系']"
51,國立臺北商業大學,04141012,國際商務系,N 修,C 二技,0,0,1,30 臺北市,2 技職,"['國際', '商務系']"
51,國立臺北商業大學,04141022,財經學院_高階國際商業創新經營管理碩士在職專班,N 職,M 碩士,20,0,6,30 臺北市,2 技職,"['財經', '學院', '高階國際', '商業', '經營', '管理']"
51,國立臺北商業大學,04191025,財經學院博士班,D 日,D 博士,8,2,0,30 臺北市,2 技職,"['財經', '學院']"
51,國立臺北商業大學,04199021,貿易實務法律暨談判碩士學位學程,D 日,M 碩士,26,3,9,30 臺北市,2 技職,"['貿易', '實務', '談判', '法律']"
51,國立臺北商業大學,06131017,資訊管理系人工智慧與商業應用碩士班,D 日,M 碩士,9,0,0,30 臺北市,2 技職,"['管理系', '資訊', '人工智慧', '商業']"
51,國立臺北商業大學,06131017,資訊管理系,D 日,B 四技,185,19,45,30 臺北市,2 技職,"['管理系', '資訊']"
51,國立臺北商業大學,06131017,資訊管理系,N 修,B 四技,182,0,39,30 臺北市,2 技職,"['管理系', '資訊']"
51,國立臺北商業大學,06131017,資訊管理系,D 日,C 二技,74,0,28,30 臺北市,2 技職,"['管理系', '資訊']"
51,國立臺北商業大學,06131017,資訊管理系,N 修,C 二技,154,0,43,30 臺北市,2 技職,"['管理系', '資訊']"
51,國立臺北商業大學,06131017,資訊管理科,D 日,5 五專,247,0,36,30 臺北市,2 技職,"['資訊', '管理科']"
51,國立臺北商業大學,06131018,資訊與決策科學研究所,D 日,M 碩士,36,5,9,30 臺北市,2 技職,"['資訊', '決策', '科學']"
51,國立臺北商業大學,99999Z01,通識及共同科目,D 日,,0,15,0,30 臺北市,2 技職,"['通識', '科目']"
51,國立臺北商業大學,99999Z03,軍訓教官,D 日,,0,11,0,30 臺北市,2 技職,"['軍訓', '教官']"
51,國立臺北商業大學,99999Z07,體育室,D 日,,0,8,0,30 臺北市,2 技職,[]
51,國立臺北商業大學,99999Z07,體育室,N 修,,0,1,0,30 臺北市,2 技職,[]
144,國立臺灣戲曲學院,02151001,戲曲音樂學系,D 日,B 四技,89,4,23,30 臺北市,2 技職,"['戲曲', '音樂學系']"
144,國立臺灣戲曲學院,02152004,歌仔戲學系,D 日,B 四技,65,6,15,30 臺北市,2 技職,"['歌仔', '戲學系']"
144,國立臺灣戲曲學院,02152005,京劇學系,D 日,B 四技,86,6,14,30 臺北市,2 技職,['京劇']
144,國立臺灣戲曲學院,02152006,客家戲學系,D 日,B 四技,75,5,18,30 臺北市,2 技職,"['戲學系', '客家']"
144,國立臺灣戲曲學院,02152007,劇場藝術學系,D 日,B 四技,129,5,32,30 臺北市,2 技職,"['劇場', '藝術']"
144,國立臺灣戲曲學院,02152007,劇場藝術學系,N 修,B 四技,2,0,5,30 臺北市,2 技職,"['劇場', '藝術']"
144,國立臺灣戲曲學院,02152009,民俗技藝學系,D 日,B 四技,95,5,22,30 臺北市,2 技職,"['技藝學系', '民俗']"
144,國立臺灣戲曲學院,99999Z01,通識及共同科目,D 日,,0,4,0,30 臺北市,2 技職,"['通識', '科目']"
1003,東吳大學,02151001,音樂學系,D 日,M 碩士,58,0,9,30 臺北市,1 一般,['音樂學系']
1003,東吳大學,02151001,音樂學系,N 職,M 碩士,7,0,3,30 臺北市,1 一般,['音樂學系']
1003,東吳大學,02151001,音樂學系,D 日,B 學士,253,12,58,30 臺北市,1 一般,['音樂學系']
1003,東吳大學,02221006,歷史學系,D 日,M 碩士,13,0,2,30 臺北市,1 一般,['歷史']
1003,東吳大學,02221006,歷史學系,D 日,B 學士,244,11,56,30 臺北市,1 一般,['歷史']
1003,東吳大學,02231007,哲學系,D 日,M 碩士,34,0,5,30 臺北市,1 一般,['哲學系']
1003,東吳大學,02231007,哲學系,D 日,B 學士,235,12,40,30 臺北市,1 一般,['哲學系']
1003,東吳大學,02311004,英文學系,D 日,B 學士,714,20,158,30 臺北市,1 一般,['英文']
1003,東吳大學,02311004,英文學系,P 進,B 學士,153,0,35,30 臺北市,1 一般,['英文']
1003,東吳大學,02311005,日本語文學系,D 日,D 博士,30,0,1,30 臺北市,1 一般,"['語文學系', '日本']"
1003,東吳大學,02311005,日本語文學系,D 日,M 碩士,43,0,9,30 臺北市,1 一般,"['語文學系', '日本']"
1003,東吳大學,02311005,日本語文學系,N 職,M 碩士,30,0,6,30 臺北市,1 一般,"['語文學系', '日本']"
1003,東吳大學,02311005,日本語文學系,D 日,B 學士,845,27,190,30 臺北市,1 一般,"['語文學系', '日本']"
1003,東吳大學,02311005,日本語文學系,P 進,B 學士,472,0,71,30 臺北市,1 一般,"['語文學系', '日本']"
1003,東吳大學,02311012,德國文化學系,D 日,M 碩士,24,0,3,30 臺北市,1 一般,"['德國', '文化']"
1003,東吳大學,02311012,德國文化學系,D 日,B 學士,256,9,67,30 臺北市,1 一般,"['德國', '文化']"
1003,東吳大學,02312004,英文學系翻譯碩士班,D 日,M 碩士,30,0,2,30 臺北市,1 一般,"['翻譯', '英文']"
1003,東吳大學,02322002,中國文學系,D 日,D 博士,33,0,2,30 臺北市,1 一般,"['中國', '文學系']"
1003,東吳大學,02322002,中國文學系,D 日,M 碩士,59,0,9,30 臺北市,1 一般,"['中國', '文學系']"
1003,東吳大學,02322002,中國文學系,N 職,M 碩士,27,0,2,30 臺北市,1 一般,"['中國', '文學系']"
1003,東吳大學,02322002,中國文學系,D 日,B 學士,693,19,148,30 臺北市,1 一般,"['中國', '文學系']"
1003,東吳大學,02322002,中國文學系,P 進,B 學士,112,0,24,30 臺北市,1 一般,"['中國', '文學系']"
1003,東吳大學,03111008,經濟學系,D 日,D 博士,18,0,3,30 臺北市,1 一般,['經濟']
1003,東吳大學,03111008,經濟學系,D 日,M 碩士,32,0,12,30 臺北市,1 一般,['經濟']
1003,東吳大學,03111008,經濟學系,N 職,M 碩士,25,0,10,30 臺北市,1 一般,['經濟']
1003,東吳大學,03111008,經濟學系,D 日,B 學士,749,21,155,30 臺北市,1 一般,['經濟']
1003,東吳大學,03121009,政治學系,D 日,D 博士,12,0,0,30 臺北市,1 一般,['政治']
1003,東吳大學,03121009,政治學系,D 日,M 碩士,28,0,3,30 臺北市,1 一般,['政治']
1003,東吳大學,03121009,政治學系,D 日,B 學士,464,19,97,30 臺北市,1 一般,['政治']
1003,東吳大學,03131011,心理學系,D 日,M 碩士,97,0,22,30 臺北市,1 一般,['心理']
1003,東吳大學,03131011,心理學系,D 日,B 學士,284,12,73,30 臺北市,1 一般,['心理']
1003,東吳大學,03141010,社會學系,D 日,M 碩士,25,0,5,30 臺北市,1 一般,['社會']
1003,東吳大學,03141010,社會學系,N 職,M 碩士,15,0,4,30 臺北市,1 一般,['社會']
1003,東吳大學,03141010,社會學系,D 日,B 學士,484,16,82,30 臺北市,1 一般,['社會']
1003,東吳大學,03199013,人權碩士學位學程,D 日,M 碩士,27,2,5,30 臺北市,1 一般,['人權']
1003,東吳大學,04111015,會計學系,D 日,M 碩士,82,0,28,30 臺北市,1 一般,['會計']
1003,東吳大學,04111015,會計學系,N 職,M 碩士,80,0,27,30 臺北市,1 一般,['會計']
1003,東吳大學,04111015,會計學系,D 日,B 學士,974,28,239,30 臺北市,1 一般,['會計']
1003,東吳大學,04121027,財務工程與精算數學系,D 日,M 碩士,46,0,19,30 臺北市,1 一般,"['財務', '數學系', '精算', '工程']"
1003,東吳大學,04121027,財務工程與精算數學系,N 職,M 碩士,13,0,8,30 臺北市,1 一般,"['財務', '數學系', '精算', '工程']"
1003,東吳大學,04121027,財務工程與精算數學系,D 日,B 學士,714,18,172,30 臺北市,1 一般,"['財務', '數學系', '精算', '工程']"
1003,東吳大學,04131016,企業管理學系,D 日,M 碩士,113,0,44,30 臺北市,1 一般,"['企業', '管理']"
1003,東吳大學,04131016,企業管理學系,N 職,M 碩士,98,0,25,30 臺北市,1 一般,"['企業', '管理']"
1003,東吳大學,04131016,企業管理學系,D 日,B 學士,924,25,240,30 臺北市,1 一般,"['企業', '管理']"
1003,東吳大學,04131020,商學院EMBA高階經營碩士在職專班,N 職,M 碩士,45,2,25,30 臺北市,1 一般,"['商學院', 'EMBA', '高階經', '營碩士']"
1003,東吳大學,04141019,國際經營與貿易學系,D 日,M 碩士,38,0,16,30 臺北市,1 一般,"['國際', '經營', '貿易']"
1003,東吳大學,04141019,國際經營與貿易學系,N 職,M 碩士,37,0,15,30 臺北市,1 一般,"['國際', '經營', '貿易']"
1003,東吳大學,04141019,國際經營與貿易學系,D 日,B 學士,533,14,127,30 臺北市,1 一般,"['國際', '經營', '貿易']"
1003,東吳大學,04191014,商學進修學士班,P 進,B 學士,217,2,32,30 臺北市,1 一般,"['商學進', '修學士']"
1003,東吳大學,04199031,巨量資料管理學院碩士學位學程,D 日,M 碩士,22,0,8,30 臺北市,1 一般,"['資料', '學院', '巨量', '管理']"
1003,東吳大學,04199031,巨量資料管理學院碩士在職學位學程,N 職,M 碩士,122,0,15,30 臺北市,1 一般,"['資料', '學院', '職學位', '巨量', '管理']"
1003,東吳大學,04199031,巨量資料管理學院學士學位學程,D 日,B 學士,285,0,88,30 臺北市,1 一般,"['資料', '學院', '學士', '巨量', '管理']"
1003,東吳大學,04199032,巨量資料分析學士後多元專長培力課程專班,D 日,B 學士,1,0,0,30 臺北市,1 一般,"['資料', '學士', '專長', '培力', '課程', '巨量', '多元', '分析']"
1003,東吳大學,04211021,法律學系,D 日,D 博士,33,0,1,30 臺北市,1 一般,['法律']
1003,東吳大學,04211021,法律學系,D 日,M 碩士,390,0,79,30 臺北市,1 一般,['法律']
1003,東吳大學,04211021,法律學系,N 職,M 碩士,622,1,68,30 臺北市,1 一般,['法律']
1003,東吳大學,04211021,法律學系,D 日,B 學士,"1,218",48,262,30 臺北市,1 一般,['法律']
1003,東吳大學,05122022,微生物學系,D 日,D 博士,1,0,0,30 臺北市,1 一般,['微生物']
1003,東吳大學,05122022,微生物學系,D 日,M 碩士,10,0,10,30 臺北市,1 一般,['微生物']
1003,東吳大學,05122022,微生物學系,D 日,B 學士,218,10,44,30 臺北市,1 一般,['微生物']
1003,東吳大學,05311023,化學系,D 日,M 碩士,11,0,0,30 臺北市,1 一般,['化學系']
1003,東吳大學,05311023,化學系,D 日,B 學士,211,9,42,30 臺北市,1 一般,['化學系']
1003,東吳大學,05331024,物理學系,D 日,B 學士,218,8,32,30 臺北市,1 一般,['物理']
1003,東吳大學,05411025,數學系,D 日,M 碩士,14,0,4,30 臺北市,1 一般,['數學系']
1003,東吳大學,05411025,數學系,D 日,B 學士,201,10,31,30 臺北市,1 一般,['數學系']
1003,東吳大學,06131028,資訊管理學系,D 日,M 碩士,27,0,16,30 臺北市,1 一般,"['資訊', '管理']"
1003,東吳大學,06131028,資訊管理學系,N 職,M 碩士,51,0,16,30 臺北市,1 一般,"['資訊', '管理']"
1003,東吳大學,06131028,資訊管理學系,D 日,B 學士,507,16,112,30 臺北市,1 一般,"['資訊', '管理']"
1003,東吳大學,06134033,資料科學系,D 日,M 碩士,13,0,0,30 臺北市,1 一般,"['資料', '科學系']"
1003,東吳大學,06134033,資料科學系,N 職,M 碩士,37,0,0,30 臺北市,1 一般,"['資料', '科學系']"
1003,東吳大學,06134033,資料科學系,D 日,B 學士,88,14,0,30 臺北市,1 一般,"['資料', '科學系']"
1003,東吳大學,09231030,社會工作學系,D 日,M 碩士,81,0,7,30 臺北市,1 一般,"['社會', '工作']"
1003,東吳大學,09231030,社會工作學系,D 日,B 學士,538,16,133,30 臺北市,1 一般,"['社會', '工作']"
1003,東吳大學,99999Z03,軍訓教官,D 日,,0,2,0,30 臺北市,1 一般,"['軍訓', '教官']"
1003,東吳大學,99999Z05,師資培育中心,D 日,,0,5,0,30 臺北市,1 一般,['師資']
1003,東吳大學,99999Z07,體育室,D 日,,0,16,0,30 臺北市,1 一般,[]
1003,東吳大學,99999Z08,語言中心,D 日,,0,8,0,30 臺北市,1 一般,['語言']
1006,中國文化大學,01111046,教育學系,D 日,B 學士,243,7,47,30 臺北市,1 一般,['教育']
1006,中國文化大學,01131053,華語文教學碩士學位學程,N 職,M 碩士,35,2,5,30 臺北市,1 一般,"['華語', '學碩士', '文教']"
1006,中國文化大學,01141023,體育學系運動教練博士班,D 日,D 博士,66,0,8,30 臺北市,1 一般,"['體育', '運動', '教練']"
1006,中國文化大學,01141023,體育學系運動教練碩士班,D 日,M 碩士,102,0,18,30 臺北市,1 一般,"['體育', '運動', '教練']"
1006,中國文化大學,01141023,體育學系,D 日,B 學士,475,25,61,30 臺北市,1 一般,['體育']
1006,中國文化大學,02111121,科技藝術碩士學位學程,D 日,M 碩士,11,2,5,30 臺北市,1 一般,"['藝術', '科技']"
1006,中國文化大學,02112060,數位媒體學士學位學程,P 進,B 學士,136,4,27,30 臺北市,1 一般,"['數位', '媒體', '學士']"
1006,中國文化大學,02131059,美術學系,D 日,M 碩士,57,0,28,30 臺北市,1 一般,['美術']
1006,中國文化大學,02131059,美術學系,D 日,B 學士,260,9,59,30 臺北市,1 一般,['美術']
1006,中國文化大學,02151007,中國音樂學系,D 日,M 碩士,37,0,13,30 臺北市,1 一般,"['中國', '音樂學系']"
1006,中國文化大學,02151007,中國音樂學系,D 日,B 學士,149,9,46,30 臺北市,1 一般,"['中國', '音樂學系']"
1006,中國文化大學,02151040,音樂學系,D 日,M 碩士,69,0,6,30 臺北市,1 一般,['音樂學系']
1006,中國文化大學,02151040,音樂學系,D 日,B 學士,201,9,47,30 臺北市,1 一般,['音樂學系']
1006,中國文化大學,02152008,中國戲劇學系,D 日,B 學士,202,7,36,30 臺北市,1 一般,"['中國戲', '劇學系']"
1006,中國文化大學,02152009,舞蹈學系,D 日,M 碩士,0,0,3,30 臺北市,1 一般,['舞蹈']
1006,中國文化大學,02152009,舞蹈學系,D 日,B 學士,136,7,29,30 臺北市,1 一般,['舞蹈']
1006,中國文化大學,02152043,戲劇學系,D 日,M 碩士,2,0,0,30 臺北市,1 一般,['戲劇']
1006,中國文化大學,02152043,戲劇學系,D 日,B 學士,278,7,45,30 臺北市,1 一般,['戲劇']
1006,中國文化大學,02221098,史學系,D 日,D 博士,50,0,3,30 臺北市,1 一般,['史學系']
1006,中國文化大學,02221098,史學系,D 日,M 碩士,33,0,4,30 臺北市,1 一般,['史學系']
1006,中國文化大學,02221098,史學系,D 日,B 學士,224,14,55,30 臺北市,1 一般,['史學系']
1006,中國文化大學,02231081,哲學系,D 日,D 博士,24,0,1,30 臺北市,1 一般,['哲學系']
1006,中國文化大學,02231081,哲學系,D 日,M 碩士,3,0,0,30 臺北市,1 一般,['哲學系']
1006,中國文化大學,02231081,哲學系,D 日,B 學士,185,10,27,30 臺北市,1 一般,['哲學系']
1006,中國文化大學,02311010,韓國語文學系,D 日,M 碩士,47,0,17,30 臺北市,1 一般,"['韓國語', '文學系']"
1006,中國文化大學,02311010,韓國語文學系,D 日,B 學士,395,10,66,30 臺北市,1 一般,"['韓國語', '文學系']"
1006,中國文化大學,02311047,俄國語文學系,D 日,B 學士,164,7,30,30 臺北市,1 一般,"['俄國語', '文學系']"
1006,中國文化大學,02311052,英國語文學系,D 日,M 碩士,4,0,3,30 臺北市,1 一般,"['英國語', '文學系']"
1006,中國文化大學,02311052,英國語文學系,D 日,B 學士,456,19,84,30 臺北市,1 一般,"['英國語', '文學系']"
1006,中國文化大學,02311077,日本語文學系,D 日,M 碩士,8,0,0,30 臺北市,1 一般,"['語文學系', '日本']"
1006,中國文化大學,02311077,日本語文學系,D 日,B 學士,558,16,117,30 臺北市,1 一般,"['語文學系', '日本']"
1006,中國文化大學,02311079,德國語文學系,D 日,B 學士,69,2,30,30 臺北市,1 一般,"['德國語', '文學系']"
1006,中國文化大學,02311089,法國語文學系,D 日,B 學士,222,7,36,30 臺北市,1 一般,"['法國語', '文學系']"
1006,中國文化大學,02322001,中國文學系,D 日,D 博士,54,0,2,30 臺北市,1 一般,"['中國', '文學系']"
1006,中國文化大學,02322001,中國文學系,D 日,M 碩士,51,0,5,30 臺北市,1 一般,"['中國', '文學系']"
1006,中國文化大學,02322001,中國文學系,N 職,M 碩士,1,0,1,30 臺北市,1 一般,"['中國', '文學系']"
1006,中國文化大學,02322001,中國文學系,D 日,B 學士,646,19,125,30 臺北市,1 一般,"['中國', '文學系']"
1006,中國文化大學,03111099,經濟學系,D 日,M 碩士,11,0,5,30 臺北市,1 一般,['經濟']
1006,中國文化大學,03111099,經濟學系,D 日,B 學士,416,11,79,30 臺北市,1 一般,['經濟']
1006,中國文化大學,03121011,國家發展與中國大陸研究所,D 日,D 博士,83,0,7,30 臺北市,1 一般,['中國大陸']
1006,中國文化大學,03121011,國家發展與中國大陸研究所,D 日,M 碩士,44,8,12,30 臺北市,1 一般,['中國大陸']
1006,中國文化大學,03121061,政治學系,D 日,D 博士,43,0,2,30 臺北市,1 一般,['政治']
1006,中國文化大學,03121061,政治學系,D 日,M 碩士,23,0,4,30 臺北市,1 一般,['政治']
1006,中國文化大學,03121061,政治學系,D 日,B 學士,228,11,37,30 臺北市,1 一般,['政治']
1006,中國文化大學,03131004,心理輔導學系,D 日,M 碩士,113,0,20,30 臺北市,1 一般,"['輔導', '心理']"
1006,中國文化大學,03131004,心理輔導學系,D 日,B 學士,261,9,53,30 臺北市,1 一般,"['輔導', '心理']"
1006,中國文化大學,03142087,地學研究所,D 日,D 博士,26,0,2,30 臺北市,1 一般,['地學']
1006,中國文化大學,03142087,地學研究所,D 日,M 碩士,41,7,13,30 臺北市,1 一般,['地學']
1006,中國文化大學,03142088,地理學系,D 日,B 學士,215,7,48,30 臺北市,1 一般,['地理']
1006,中國文化大學,03199051,勞動暨人力資源學系,D 日,M 碩士,61,0,8,30 臺北市,1 一般,"['勞動', '人力']"
1006,中國文化大學,03199051,勞動暨人力資源學系,D 日,B 學士,421,10,89,30 臺北市,1 一般,"['勞動', '人力']"
1006,中國文化大學,03211036,大眾傳播學系,D 日,B 學士,597,12,127,30 臺北市,1 一般,"['大眾', '傳播']"
1006,中國文化大學,03212033,新聞學系,D 日,M 碩士,30,0,7,30 臺北市,1 一般,['新聞']
1006,中國文化大學,03212033,新聞學系,D 日,B 學士,509,11,124,30 臺北市,1 一般,['新聞']
1006,中國文化大學,03214101,資訊傳播學系,D 日,M 碩士,22,0,3,30 臺北市,1 一般,"['資訊', '傳播']"
1006,中國文化大學,03214101,資訊傳播學系,D 日,B 學士,493,11,109,30 臺北市,1 一般,"['資訊', '傳播']"
1006,中國文化大學,04111065,會計學系,D 日,M 碩士,29,0,10,30 臺北市,1 一般,['會計']
1006,中國文化大學,04111065,會計學系,D 日,B 學士,444,11,91,30 臺北市,1 一般,['會計']
1006,中國文化大學,04121037,財務金融學系,D 日,M 碩士,17,0,21,30 臺北市,1 一般,"['財務', '金融']"
1006,中國文化大學,04121037,財務金融學系,D 日,B 學士,707,16,146,30 臺北市,1 一般,"['財務', '金融']"
1006,中國文化大學,04121037,財務金融學系,P 進,B 學士,126,0,28,30 臺北市,1 一般,"['財務', '金融']"
1006,中國文化大學,04131015,國際企業管理學系,D 日,D 博士,92,0,7,30 臺北市,1 一般,"['國際', '企業', '管理']"
1006,中國文化大學,04131015,國際企業管理學系,D 日,M 碩士,49,0,16,30 臺北市,1 一般,"['國際', '企業', '管理']"
1006,中國文化大學,04131015,國際企業管理學系,N 職,M 碩士,82,0,19,30 臺北市,1 一般,"['國際', '企業', '管理']"
1006,中國文化大學,04131015,國際企業管理學系,D 日,B 學士,697,22,130,30 臺北市,1 一般,"['國際', '企業', '管理']"
1006,中國文化大學,04131015,國際企業管理學系,P 進,B 學士,77,0,17,30 臺北市,1 一般,"['國際', '企業', '管理']"
1006,中國文化大學,04131015,國際企業管理學系,N 修,C 二技,136,0,75,30 臺北市,1 一般,"['國際', '企業', '管理']"
1006,中國文化大學,04131066,商學院企業實務管理數位碩士在職專班,N 職,M 碩士,78,2,25,30 臺北市,1 一般,"['商學院', '企業', '實務', '數位', '管理']"
1006,中國文化大學,04131122,兒童教育事業經營管理產業碩士學位學程,D 日,M 碩士,2,0,0,30 臺北市,1 一般,"['兒童', '事業', '經營', '產業', '教育', '管理']"
1006,中國文化大學,04134012,行政管理學系,D 日,B 學士,442,10,96,30 臺北市,1 一般,"['行政', '管理']"
1006,中國文化大學,04134062,社會企業管理碩士在職學位學程,N 職,M 碩士,35,2,11,30 臺北市,1 一般,"['社會', '企業', '職學位', '管理']"
1006,中國文化大學,04134063,社會科學院澳門境外碩士在職專班,N 職,M 碩士,19,0,8,30 臺北市,1 一般,"['社會', '科學院', '澳門']"
1006,中國文化大學,04141041,國際貿易學系,D 日,M 碩士,25,0,13,30 臺北市,1 一般,"['國際', '貿易']"
1006,中國文化大學,04141041,國際貿易學系,D 日,B 學士,668,14,152,30 臺北市,1 一般,"['國際', '貿易']"
