學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,seg
1,國立政治大學,01111001,教育學系,D 日,D 博士,117,0,18,30 臺北市,1 一般,['教育']
1,國立政治大學,01111001,教育學系,D 日,M 碩士,27,0,7,30 臺北市,1 一般,['教育']
1,國立政治大學,01111001,教育學系,D 日,B 學士,213,14,57,30 臺北市,1 一般,['教育']
1,國立政治大學,01114005,教育行政與政策研究所,D 日,M 碩士,49,1,12,30 臺北市,1 一般,"['行政', '教育', '政策']"
1,國立政治大學,01114006,學校行政碩士在職專班,N 職,M 碩士,79,0,25,30 臺北市,1 一般,['行政']
1,國立政治大學,01121004,幼兒教育研究所,D 日,M 碩士,47,3,5,30 臺北市,1 一般,"['幼兒', '教育']"
1,國立政治大學,01199Y03,教育學院,D 日,,0,5,0,30 臺北市,1 一般,"['學院', '教育']"
1,國立政治大學,02211019,宗教研究所,D 日,D 博士,29,0,4,30 臺北市,1 一般,['宗教']
1,國立政治大學,02211019,宗教研究所,D 日,M 碩士,25,5,4,30 臺北市,1 一般,['宗教']
1,國立政治大學,02221020,歷史學系,D 日,D 博士,28,0,2,30 臺北市,1 一般,['歷史']
1,國立政治大學,02221020,歷史學系,D 日,M 碩士,63,0,14,30 臺北市,1 一般,['歷史']
1,國立政治大學,02221020,歷史學系,D 日,B 學士,167,18,24,30 臺北市,1 一般,['歷史']
1,國立政治大學,02221021,台灣史研究所,D 日,D 博士,20,0,4,30 臺北市,1 一般,['台灣史']
1,國立政治大學,02221021,台灣史研究所,D 日,M 碩士,49,8,10,30 臺北市,1 一般,['台灣史']
1,國立政治大學,02222031,民族學系,D 日,D 博士,19,0,1,30 臺北市,1 一般,['民族']
1,國立政治大學,02222031,民族學系,D 日,M 碩士,28,0,1,30 臺北市,1 一般,['民族']
1,國立政治大學,02222031,民族學系,D 日,B 學士,174,9,30,30 臺北市,1 一般,['民族']
1,國立政治大學,02231022,哲學系,D 日,D 博士,25,0,2,30 臺北市,1 一般,['哲學系']
1,國立政治大學,02231022,哲學系,D 日,M 碩士,44,0,7,30 臺北市,1 一般,['哲學系']
1,國立政治大學,02231022,哲學系,D 日,B 學士,179,14,28,30 臺北市,1 一般,['哲學系']
1,國立政治大學,02311009,英國語文學系,D 日,D 博士,21,0,6,30 臺北市,1 一般,"['英國語', '文學系']"
1,國立政治大學,02311009,英國語文學系,D 日,M 碩士,57,0,11,30 臺北市,1 一般,"['英國語', '文學系']"
1,國立政治大學,02311009,英國語文學系英語教學碩士在職專班,N 職,M 碩士,38,0,9,30 臺北市,1 一般,"['英國語', '文學系', '英語', '教學']"
1,國立政治大學,02311009,英國語文學系,D 日,B 學士,291,23,63,30 臺北市,1 一般,"['英國語', '文學系']"
1,國立政治大學,02311011,日本語文學系,D 日,M 碩士,21,0,7,30 臺北市,1 一般,"['語文學系', '日本']"
1,國立政治大學,02311011,日本語文學系,D 日,B 學士,178,8,43,30 臺北市,1 一般,"['語文學系', '日本']"
1,國立政治大學,02311012,阿拉伯語文學系,D 日,B 學士,171,5,47,30 臺北市,1 一般,"['語文學系', '阿拉伯']"
1,國立政治大學,02311014,韓國語文學系,D 日,M 碩士,17,0,1,30 臺北市,1 一般,"['韓國語', '文學系']"
1,國立政治大學,02311014,韓國語文學系,D 日,B 學士,138,8,35,30 臺北市,1 一般,"['韓國語', '文學系']"
1,國立政治大學,02311015,土耳其語文學系,D 日,B 學士,120,7,22,30 臺北市,1 一般,"['語文學系', '土耳其']"
1,國立政治大學,02311016,歐洲語文學系,D 日,B 學士,264,11,65,30 臺北市,1 一般,"['歐洲語', '文學系']"
1,國立政治大學,02311017,斯拉夫語文學系,D 日,M 碩士,15,0,2,30 臺北市,1 一般,"['語文學系', '斯拉夫']"
1,國立政治大學,02311017,斯拉夫語文學系,D 日,B 學士,214,18,52,30 臺北市,1 一般,"['語文學系', '斯拉夫']"
1,國立政治大學,02311087,東南亞語言與文化學士學位學程,D 日,B 學士,92,5,10,30 臺北市,1 一般,"['東南亞', '語言', '學士', '文化']"
1,國立政治大學,02321007,台灣文學研究所,D 日,D 博士,12,0,1,30 臺北市,1 一般,"['台灣', '文學']"
1,國立政治大學,02321007,台灣文學研究所,D 日,M 碩士,45,6,9,30 臺北市,1 一般,"['台灣', '文學']"
1,國立政治大學,02322008,中國文學系,D 日,D 博士,56,0,7,30 臺北市,1 一般,"['中國', '文學系']"
1,國立政治大學,02322008,中國文學系,D 日,M 碩士,83,0,19,30 臺北市,1 一般,"['中國', '文學系']"
1,國立政治大學,02322008,中國文學系國文教學碩士在職專班,N 職,M 碩士,75,0,14,30 臺北市,1 一般,"['中國', '文學系國', '學碩士', '文教']"
1,國立政治大學,02322008,中國文學系,D 日,B 學士,338,31,51,30 臺北市,1 一般,"['中國', '文學系']"
1,國立政治大學,02323002,華語文教學博士學位學程,D 日,D 博士,19,0,5,30 臺北市,1 一般,"['華語', '文教', '博士']"
1,國立政治大學,02323002,華語文教學碩士學位學程,D 日,M 碩士,57,3,14,30 臺北市,1 一般,"['華語', '學碩士', '文教']"
1,國立政治大學,02399018,語言學研究所,D 日,D 博士,10,0,0,30 臺北市,1 一般,['語言學']
1,國立政治大學,02399018,語言學研究所,D 日,M 碩士,31,6,6,30 臺北市,1 一般,['語言學']
1,國立政治大學,02399Y16,外國語文學院,D 日,,0,1,0,30 臺北市,1 一般,"['外國語', '文學院']"
1,國立政治大學,03111024,經濟學系,D 日,D 博士,11,0,3,30 臺北市,1 一般,['經濟']
1,國立政治大學,03111024,經濟學系,D 日,M 碩士,97,0,37,30 臺北市,1 一般,['經濟']
1,國立政治大學,03111024,經濟學系,D 日,B 學士,395,22,93,30 臺北市,1 一般,['經濟']
1,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,29,0,9,30 臺北市,1 一般,"['經濟', '社會', '英語']"
1,國立政治大學,03121026,政治學系,D 日,D 博士,27,0,6,30 臺北市,1 一般,['政治']
1,國立政治大學,03121026,政治學系,D 日,M 碩士,73,0,16,30 臺北市,1 一般,['政治']
1,國立政治大學,03121026,政治學系,D 日,B 學士,225,17,51,30 臺北市,1 一般,['政治']
1,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,N 職,M 碩士,65,0,16,30 臺北市,1 一般,"['國際', '事務學院', '大陸']"
1,國立政治大學,03122045,外交學系,D 日,D 博士,7,0,0,30 臺北市,1 一般,['外交']
1,國立政治大學,03122045,外交學系,D 日,M 碩士,83,0,17,30 臺北市,1 一般,['外交']
1,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,N 職,M 碩士,70,0,16,30 臺北市,1 一般,"['戰略', '國際', '外交']"
1,國立政治大學,03122045,外交學系,D 日,B 學士,264,8,66,30 臺北市,1 一般,['外交']
1,國立政治大學,03122046,國際研究英語碩士學位學程,D 日,M 碩士,38,0,15,30 臺北市,1 一般,"['國際', '英語']"
1,國立政治大學,03122Y18,國際事務學院,D 日,,0,18,0,30 臺北市,1 一般,"['國際', '事務學院']"
1,國立政治大學,03131032,心理學系,D 日,D 博士,12,0,2,30 臺北市,1 一般,['心理']
1,國立政治大學,03131032,心理學系,D 日,M 碩士,87,0,16,30 臺北市,1 一般,['心理']
1,國立政治大學,03131032,心理學系,D 日,B 學士,211,20,50,30 臺北市,1 一般,['心理']
1,國立政治大學,03131033,輔導與諮商碩士學位學程,D 日,M 碩士,42,0,14,30 臺北市,1 一般,['輔導']
1,國立政治大學,03141030,社會學系,D 日,D 博士,11,0,1,30 臺北市,1 一般,['社會']
1,國立政治大學,03141030,社會學系,D 日,M 碩士,67,0,15,30 臺北市,1 一般,['社會']
1,國立政治大學,03141030,社會學系,D 日,B 學士,210,13,42,30 臺北市,1 一般,['社會']
1,國立政治大學,03143023,中東與中亞研究碩士學位學程,D 日,M 碩士,14,0,5,30 臺北市,1 一般,"['中東', '中亞']"
1,國立政治大學,03143028,東亞研究所,D 日,D 博士,35,0,2,30 臺北市,1 一般,['東亞']
1,國立政治大學,03143028,東亞研究所,D 日,M 碩士,81,1,13,30 臺北市,1 一般,['東亞']
1,國立政治大學,03143036,日本研究博士學位學程,D 日,D 博士,8,0,0,30 臺北市,1 一般,"['博士', '日本']"
1,國立政治大學,03143036,日本研究碩士學位學程,D 日,M 碩士,41,0,8,30 臺北市,1 一般,['日本']
1,國立政治大學,03143038,俄羅斯研究所,D 日,M 碩士,35,3,4,30 臺北市,1 一般,['俄羅斯']
1,國立政治大學,03143040,亞太研究英語博士學位學程,D 日,D 博士,67,0,7,30 臺北市,1 一般,"['亞太', '英語', '博士']"
1,國立政治大學,03143040,亞太研究英語碩士學位學程,D 日,M 碩士,38,0,15,30 臺北市,1 一般,"['亞太', '英語']"
1,國立政治大學,03143043,地政學系,D 日,D 博士,19,0,3,30 臺北市,1 一般,['地政學系']
1,國立政治大學,03143043,地政學系,D 日,M 碩士,73,0,35,30 臺北市,1 一般,['地政學系']
1,國立政治大學,03143043,地政學系,N 職,M 碩士,108,0,15,30 臺北市,1 一般,['地政學系']
1,國立政治大學,03143043,地政學系,D 日,B 學士,474,21,130,30 臺北市,1 一般,['地政學系']
1,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,D 日,M 碩士,34,1,0,30 臺北市,1 一般,"['原住民', '環境', '規劃', '土地', '政策']"
1,國立政治大學,03191047,國家發展研究所,D 日,D 博士,32,0,5,30 臺北市,1 一般,[]
1,國立政治大學,03191047,國家發展研究所,D 日,M 碩士,77,8,9,30 臺北市,1 一般,[]
1,國立政治大學,03199048,勞工研究所,D 日,M 碩士,83,5,17,30 臺北市,1 一般,['勞工']
1,國立政治大學,03211049,傳播學院傳播碩士學位學程,D 日,M 碩士,229,0,61,30 臺北市,1 一般,"['傳播', '學院']"
1,國立政治大學,03211050,國際傳播英語碩士學位學程,D 日,M 碩士,52,0,15,30 臺北市,1 一般,"['國際', '傳播', '英語']"
1,國立政治大學,03211056,傳播學院博士班,D 日,D 博士,38,0,3,30 臺北市,1 一般,"['傳播', '學院']"
1,國立政治大學,03211056,傳播學院碩士在職專班,N 職,M 碩士,94,0,28,30 臺北市,1 一般,"['傳播', '學院']"
1,國立政治大學,03211056,傳播學院大一大二不分系,D 日,B 學士,414,0,0,30 臺北市,1 一般,"['傳播', '學院']"
1,國立政治大學,03213052,廣播電視學系,D 日,B 學士,187,6,74,30 臺北市,1 一般,"['廣播', '電視']"
1,國立政治大學,03214051,新聞學系,D 日,B 學士,109,9,47,30 臺北市,1 一般,['新聞']
1,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,D 博士,16,0,2,30 臺北市,1 一般,"['圖書', '資訊']"
1,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,M 碩士,57,7,27,30 臺北市,1 一般,"['圖書', '資訊']"
1,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,56,0,15,30 臺北市,1 一般,"['圖書', '資訊', '資訊學', '數位']"
1,國立政治大學,03299Y22,傳播學院,D 日,,0,29,0,30 臺北市,1 一般,"['傳播', '學院']"
1,國立政治大學,04111059,會計學系,D 日,D 博士,10,0,1,30 臺北市,1 一般,['會計']
1,國立政治大學,04111059,會計學系,D 日,M 碩士,133,0,65,30 臺北市,1 一般,['會計']
1,國立政治大學,04111059,會計學系,D 日,B 學士,420,17,114,30 臺北市,1 一般,['會計']
1,國立政治大學,04121065,財務管理學系,D 日,D 博士,9,0,1,30 臺北市,1 一般,"['財務', '管理']"
1,國立政治大學,04121065,財務管理學系,D 日,M 碩士,79,0,30,30 臺北市,1 一般,"['財務', '管理']"
1,國立政治大學,04121065,財務管理學系,D 日,B 學士,205,13,40,30 臺北市,1 一般,"['財務', '管理']"
1,國立政治大學,04121068,金融學系,D 日,D 博士,26,0,1,30 臺北市,1 一般,['金融']
1,國立政治大學,04121068,金融學系,D 日,M 碩士,78,0,33,30 臺北市,1 一般,['金融']
1,國立政治大學,04121068,金融學系,D 日,B 學士,266,10,50,30 臺北市,1 一般,['金融']
1,國立政治大學,04122070,財政學系,D 日,D 博士,7,0,1,30 臺北市,1 一般,['財政學系']
1,國立政治大學,04122070,財政學系,D 日,M 碩士,70,0,36,30 臺北市,1 一般,['財政學系']
1,國立政治大學,04122070,財政學系,D 日,B 學士,384,19,98,30 臺北市,1 一般,['財政學系']
1,國立政治大學,04123069,風險管理與保險學系,D 日,D 博士,16,0,2,30 臺北市,1 一般,"['風險', '保險', '管理']"
1,國立政治大學,04123069,風險管理與保險學系,D 日,M 碩士,70,0,28,30 臺北市,1 一般,"['風險', '保險', '管理']"
1,國立政治大學,04123069,風險管理與保險學系,D 日,B 學士,215,13,53,30 臺北市,1 一般,"['風險', '保險', '管理']"
1,國立政治大學,04131060,企業管理學系,D 日,D 博士,47,0,4,30 臺北市,1 一般,"['企業', '管理']"
1,國立政治大學,04131060,企業管理研究所(MBA學位學程),D 日,M 碩士,237,0,114,30 臺北市,1 一般,"['企業', 'MBA', '管理']"
1,國立政治大學,04131060,企業管理學系,D 日,B 學士,441,21,104,30 臺北市,1 一般,"['企業', '管理']"
1,國立政治大學,04131062,經營管理碩士學程全球華商班,N 職,M 碩士,347,0,157,30 臺北市,1 一般,"['經營', '華商班', '管理']"
1,國立政治大學,04131064,國際經營管理英語碩士學位學程,D 日,M 碩士,125,1,51,30 臺北市,1 一般,"['國際', '經營', '英語', '管理']"
1,國立政治大學,04131091,創新國際學院學士班,D 日,B 學士,44,6,0,30 臺北市,1 一般,"['創新國際', '學院']"
1,國立政治大學,04134041,公共行政學系,D 日,D 博士,18,0,2,30 臺北市,1 一般,['公共行政']
1,國立政治大學,04134041,公共行政學系,D 日,M 碩士,106,0,25,30 臺北市,1 一般,['公共行政']
1,國立政治大學,04134041,公共行政學系,D 日,B 學士,187,14,37,30 臺北市,1 一般,['公共行政']
1,國立政治大學,04134042,行政管理碩士學程,N 職,M 碩士,353,0,90,30 臺北市,1 一般,"['行政', '管理']"
1,國立政治大學,04141067,國際經營與貿易學系,D 日,D 博士,9,0,0,30 臺北市,1 一般,"['國際', '經營', '貿易']"
1,國立政治大學,04141067,國際經營與貿易學系,D 日,M 碩士,113,0,38,30 臺北市,1 一般,"['國際', '經營', '貿易']"
1,國立政治大學,04141067,國際經營與貿易學系,D 日,B 學士,392,21,85,30 臺北市,1 一般,"['國際', '經營', '貿易']"
1,國立政治大學,04143055,廣告學系,D 日,B 學士,263,6,111,30 臺北市,1 一般,['廣告']
1,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,D 博士,28,0,0,30 臺北市,1 一般,"['財產', '智慧', '科技', '管理']"
1,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,M 碩士,155,10,52,30 臺北市,1 一般,"['財產', '智慧', '科技', '管理']"
1,國立政治大學,04199Y27,商學院,D 日,,0,3,0,30 臺北市,1 一般,['商學院']
1,國立政治大學,04211073,法律學系,D 日,B 學士,729,25,179,30 臺北市,1 一般,['法律']
1,國立政治大學,04211074,法律科際整合研究所,D 日,M 碩士,87,5,17,30 臺北市,1 一般,"['科際', '整合', '法律']"
1,國立政治大學,04211075,法學院碩士在職專班,N 職,M 碩士,260,0,50,30 臺北市,1 一般,['法學院']
1,國立政治大學,04212073,法律學系,D 日,D 博士,41,0,5,30 臺北市,1 一般,['法律']
1,國立政治大學,04212073,法律學系,D 日,M 碩士,239,0,66,30 臺北市,1 一般,['法律']
1,國立政治大學,04299Y34,法學院,D 日,,0,14,0,30 臺北市,1 一般,['法學院']
1,國立政治大學,05199083,神經科學研究所,D 日,M 碩士,6,5,3,30 臺北市,1 一般,"['神經', '科學']"
1,國立政治大學,05331077,應用物理研究所,D 日,M 碩士,15,5,5,30 臺北市,1 一般,['物理']
1,國立政治大學,05331089,電子物理學士學位學程,D 日,,0,1,0,30 臺北市,1 一般,"['電子', '學士', '物理']"
1,國立政治大學,05411078,應用數學系,D 日,D 博士,8,0,2,30 臺北市,1 一般,['數學系']
1,國立政治大學,05411078,應用數學系,D 日,M 碩士,61,0,9,30 臺北市,1 一般,['數學系']
1,國立政治大學,05411078,應用數學系,D 日,B 學士,181,12,41,30 臺北市,1 一般,['數學系']
1,國立政治大學,05421079,統計學系,D 日,D 博士,6,0,0,30 臺北市,1 一般,['統計']
1,國立政治大學,05421079,統計學系,D 日,M 碩士,65,0,29,30 臺北市,1 一般,['統計']
1,國立政治大學,05421079,統計學系,D 日,B 學士,229,16,61,30 臺北市,1 一般,['統計']
1,國立政治大學,06131080,資訊管理學系,D 日,D 博士,44,0,10,30 臺北市,1 一般,"['資訊', '管理']"
1,國立政治大學,06131080,資訊管理學系,D 日,M 碩士,103,0,35,30 臺北市,1 一般,"['資訊', '管理']"
1,國立政治大學,06131080,資訊管理學系,D 日,B 學士,348,21,74,30 臺北市,1 一般,"['資訊', '管理']"
1,國立政治大學,06131081,資訊科學系,D 日,D 博士,10,0,1,30 臺北市,1 一般,"['資訊', '科學系']"
1,國立政治大學,06131081,資訊科學系,D 日,M 碩士,128,0,41,30 臺北市,1 一般,"['資訊', '科學系']"
1,國立政治大學,06131081,資訊科學系,N 職,M 碩士,87,0,20,30 臺北市,1 一般,"['資訊', '科學系']"
1,國立政治大學,06131081,資訊科學系,D 日,B 學士,224,20,49,30 臺北市,1 一般,"['資訊', '科學系']"
1,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,14,0,1,30 臺北市,1 一般,"['網路', '人智計', '算國際', '社群', '博士']"
1,國立政治大學,06134057,數位內容碩士學位學程,D 日,M 碩士,59,0,7,30 臺北市,1 一般,['數位']
1,國立政治大學,09231084,社會工作研究所,D 日,D 博士,16,0,1,30 臺北市,1 一般,"['社會', '工作']"
1,國立政治大學,09231084,社會工作研究所,D 日,M 碩士,57,5,15,30 臺北市,1 一般,"['社會', '工作']"
1,國立政治大學,99999Z02,計算機中心,D 日,,0,1,0,30 臺北市,1 一般,['計算機']
1,國立政治大學,99999Z03,軍訓教官,D 日,,0,2,0,30 臺北市,1 一般,"['軍訓', '教官']"
1,國立政治大學,99999Z05,師資培育中心,D 日,,0,4,0,30 臺北市,1 一般,['師資']
1,國立政治大學,99999Z07,體育室,D 日,,0,16,0,30 臺北市,1 一般,[]
1,國立政治大學,99999Z08,語言中心,D 日,,0,20,0,30 臺北市,1 一般,['語言']
1,國立政治大學,99999Z99,其他(包括行政助教),D 日,,0,3,0,30 臺北市,1 一般,"['助教', '行政', '其他', '包括']"
3,國立臺灣大學,01131001,華語教學碩士學位學程,D 日,M 碩士,49,5,10,30 臺北市,1 一般,"['華語', '教學']"
3,國立臺灣大學,02151002,音樂學研究所,D 日,D 博士,19,0,0,30 臺北市,1 一般,['音樂學']
3,國立臺灣大學,02151002,音樂學研究所,D 日,M 碩士,23,7,5,30 臺北市,1 一般,['音樂學']
3,國立臺灣大學,02152003,戲劇學系,D 日,D 博士,7,0,0,30 臺北市,1 一般,['戲劇']
3,國立臺灣大學,02152003,戲劇學系,D 日,M 碩士,31,0,7,30 臺北市,1 一般,['戲劇']
3,國立臺灣大學,02152003,戲劇學系,D 日,B 學士,170,11,39,30 臺北市,1 一般,['戲劇']
3,國立臺灣大學,02191004,藝術史研究所,D 日,D 博士,7,0,3,30 臺北市,1 一般,['藝術史']
3,國立臺灣大學,02191004,藝術史研究所,D 日,M 碩士,47,6,2,30 臺北市,1 一般,['藝術史']
3,國立臺灣大學,02221012,歷史學系,D 日,D 博士,42,0,8,30 臺北市,1 一般,['歷史']
3,國立臺灣大學,02221012,歷史學系,D 日,M 碩士,77,0,22,30 臺北市,1 一般,['歷史']
3,國立臺灣大學,02221012,歷史學系,D 日,B 學士,244,24,55,30 臺北市,1 一般,['歷史']
3,國立臺灣大學,02222013,人類學系,D 日,D 博士,14,0,2,30 臺北市,1 一般,['人類']
3,國立臺灣大學,02222013,人類學系,D 日,M 碩士,35,0,5,30 臺北市,1 一般,['人類']
3,國立臺灣大學,02222013,人類學系,D 日,B 學士,183,14,29,30 臺北市,1 一般,['人類']
3,國立臺灣大學,02231014,哲學系,D 日,D 博士,26,0,1,30 臺北市,1 一般,['哲學系']
3,國立臺灣大學,02231014,哲學系,D 日,M 碩士,45,0,8,30 臺北市,1 一般,['哲學系']
3,國立臺灣大學,02231014,哲學系,D 日,B 學士,189,23,41,30 臺北市,1 一般,['哲學系']
3,國立臺灣大學,02311007,外國語文學系,D 日,D 博士,19,0,2,30 臺北市,1 一般,"['外國語', '文學系']"
3,國立臺灣大學,02311007,外國語文學系,D 日,M 碩士,64,0,17,30 臺北市,1 一般,"['外國語', '文學系']"
3,國立臺灣大學,02311007,外國語文學系,D 日,B 學士,559,73,124,30 臺北市,1 一般,"['外國語', '文學系']"
3,國立臺灣大學,02311009,日本語文學系,D 日,M 碩士,47,0,7,30 臺北市,1 一般,"['語文學系', '日本']"
3,國立臺灣大學,02311009,日本語文學系,D 日,B 學士,244,12,59,30 臺北市,1 一般,"['語文學系', '日本']"
3,國立臺灣大學,02312010,翻譯碩士學位學程,D 日,M 碩士,55,4,8,30 臺北市,1 一般,['翻譯']
3,國立臺灣大學,02321005,臺灣文學研究所,D 日,D 博士,22,0,3,30 臺北市,1 一般,['灣文學']
3,國立臺灣大學,02321005,臺灣文學研究所,D 日,M 碩士,36,7,7,30 臺北市,1 一般,['灣文學']
3,國立臺灣大學,02322006,中國文學系,D 日,D 博士,45,0,6,30 臺北市,1 一般,"['中國', '文學系']"
3,國立臺灣大學,02322006,中國文學系,D 日,M 碩士,84,0,13,30 臺北市,1 一般,"['中國', '文學系']"
3,國立臺灣大學,02322006,中國文學系,D 日,B 學士,322,52,79,30 臺北市,1 一般,"['中國', '文學系']"
3,國立臺灣大學,02399011,語言學研究所,D 日,D 博士,13,0,1,30 臺北市,1 一般,['語言學']
3,國立臺灣大學,02399011,語言學研究所,D 日,M 碩士,34,9,8,30 臺北市,1 一般,['語言學']
3,國立臺灣大學,03111015,經濟學系,D 日,D 博士,26,0,0,30 臺北市,1 一般,['經濟']
3,國立臺灣大學,03111015,經濟學系,D 日,M 碩士,132,0,36,30 臺北市,1 一般,['經濟']
3,國立臺灣大學,03111015,經濟學系,N 職,M 碩士,73,0,25,30 臺北市,1 一般,['經濟']
3,國立臺灣大學,03111015,經濟學系,D 日,B 學士,597,40,150,30 臺北市,1 一般,['經濟']
3,國立臺灣大學,03121016,政治學系,D 日,D 博士,41,0,3,30 臺北市,1 一般,['政治']
3,國立臺灣大學,03121016,政治學系,D 日,M 碩士,128,0,37,30 臺北市,1 一般,['政治']
3,國立臺灣大學,03121016,政治學系,N 職,M 碩士,69,0,27,30 臺北市,1 一般,['政治']
3,國立臺灣大學,03121016,政治學系,D 日,B 學士,748,27,164,30 臺北市,1 一般,['政治']
3,國立臺灣大學,03131019,心理學系,D 日,D 博士,36,0,6,30 臺北市,1 一般,['心理']
3,國立臺灣大學,03131019,心理學系,D 日,M 碩士,117,0,34,30 臺北市,1 一般,['心理']
3,國立臺灣大學,03131019,心理學系,D 日,B 學士,317,25,72,30 臺北市,1 一般,['心理']
3,國立臺灣大學,03141018,社會學系,D 日,D 博士,17,0,2,30 臺北市,1 一般,['社會']
3,國立臺灣大學,03141018,社會學系,D 日,M 碩士,39,0,13,30 臺北市,1 一般,['社會']
3,國立臺灣大學,03141018,社會學系,D 日,B 學士,215,20,45,30 臺北市,1 一般,['社會']
3,國立臺灣大學,03142021,地理環境資源學系,D 日,D 博士,16,0,6,30 臺北市,1 一般,"['環境', '地理']"
3,國立臺灣大學,03142021,地理環境資源學系,D 日,M 碩士,65,0,18,30 臺北市,1 一般,"['環境', '地理']"
3,國立臺灣大學,03142021,地理環境資源學系,D 日,B 學士,161,15,33,30 臺北市,1 一般,"['環境', '地理']"
3,國立臺灣大學,03191023,國家發展研究所,D 日,D 博士,47,0,8,30 臺北市,1 一般,[]
3,國立臺灣大學,03191023,國家發展研究所,D 日,M 碩士,206,14,38,30 臺北市,1 一般,[]
3,國立臺灣大學,03191023,國家發展研究所,N 職,M 碩士,88,0,28,30 臺北市,1 一般,[]
3,國立臺灣大學,03212024,新聞研究所,D 日,M 碩士,94,8,29,30 臺北市,1 一般,['新聞']
3,國立臺灣大學,03222025,圖書資訊學系,D 日,D 博士,17,0,0,30 臺北市,1 一般,"['圖書', '資訊學系']"
3,國立臺灣大學,03222025,圖書資訊學系,D 日,M 碩士,63,0,5,30 臺北市,1 一般,"['圖書', '資訊學系']"
3,國立臺灣大學,03222025,圖書資訊學系,D 日,B 學士,208,12,41,30 臺北市,1 一般,"['圖書', '資訊學系']"
3,國立臺灣大學,04111027,會計學系,D 日,D 博士,14,0,0,30 臺北市,1 一般,['會計']
3,國立臺灣大學,04111027,會計學系,D 日,M 碩士,106,0,50,30 臺北市,1 一般,['會計']
3,國立臺灣大學,04111027,會計學系,D 日,B 學士,570,24,127,30 臺北市,1 一般,['會計']
3,國立臺灣大學,04121032,財務金融學系,D 日,D 博士,21,0,4,30 臺北市,1 一般,"['財務', '金融']"
3,國立臺灣大學,04121032,財務金融學系,D 日,M 碩士,136,0,59,30 臺北市,1 一般,"['財務', '金融']"
3,國立臺灣大學,04121032,財務金融學系,D 日,B 學士,534,25,149,30 臺北市,1 一般,"['財務', '金融']"
3,國立臺灣大學,04131026,商學研究所,D 日,D 博士,43,0,5,30 臺北市,1 一般,['商學']
3,國立臺灣大學,04131026,商學研究所,D 日,M 碩士,132,10,62,30 臺北市,1 一般,['商學']
3,國立臺灣大學,04131028,管理學院企業管理碩士專班,D 日,M 碩士,174,2,50,30 臺北市,1 一般,"['學院', '企業', '管理']"
3,國立臺灣大學,04131029,工商管理學系,D 日,B 學士,469,14,90,30 臺北市,1 一般,['工商管理']
3,國立臺灣大學,04131030,事業經營碩士在職學位學程,N 職,M 碩士,66,2,30,30 臺北市,1 一般,"['事業', '經營', '職學位']"
3,國立臺灣大學,04131031,國際企業學系,D 日,D 博士,43,0,7,30 臺北市,1 一般,"['國際', '企業']"
3,國立臺灣大學,04131031,國際企業學系,D 日,M 碩士,140,0,64,30 臺北市,1 一般,"['國際', '企業']"
3,國立臺灣大學,04131031,國際企業學系,D 日,B 學士,393,21,81,30 臺北市,1 一般,"['國際', '企業']"
3,國立臺灣大學,04134022,公共事務研究所,D 日,M 碩士,62,7,17,30 臺北市,1 一般,"['事務', '公共']"
3,國立臺灣大學,04199034,臺大復旦EMBA境外專班,N 職,M 碩士,279,0,30,30 臺北市,1 一般,['EMBA']
3,國立臺灣大學,04199146,管理學院碩士在職專班,N 職,M 碩士,429,0,167,30 臺北市,1 一般,"['學院', '管理']"
3,國立臺灣大學,04199148,管理學院創業創新管理碩士在職專班,N 職,M 碩士,75,0,21,30 臺北市,1 一般,"['學院', '創業', '管理']"
3,國立臺灣大學,04211035,法律學系,D 日,D 博士,46,0,0,30 臺北市,1 一般,['法律']
3,國立臺灣大學,04211035,法律學系,D 日,M 碩士,472,0,126,30 臺北市,1 一般,['法律']
3,國立臺灣大學,04211035,法律學系,D 日,B 學士,829,35,215,30 臺北市,1 一般,['法律']
3,國立臺灣大學,04212036,科際整合法律學研究所,D 日,M 碩士,144,7,22,30 臺北市,1 一般,"['科際', '整合', '法律']"
3,國立臺灣大學,04212037,事業經營法務碩士在職學位學程,N 職,M 碩士,58,1,23,30 臺北市,1 一般,"['事業', '經營', '法務碩士', '職學位']"
3,國立臺灣大學,05111038,生命科學系,D 日,D 博士,25,0,6,30 臺北市,1 一般,"['科學系', '生命']"
3,國立臺灣大學,05111038,生命科學系,D 日,M 碩士,68,0,28,30 臺北市,1 一般,"['科學系', '生命']"
3,國立臺灣大學,05111038,生命科學系,D 日,B 學士,239,31,34,30 臺北市,1 一般,"['科學系', '生命']"
